Rank,Team,Statistic,Year
21,Portland,-1.3,2017
26,Portland,-4.0,2005
27,Portland,-8.1,2024
26,Portland,-4.0,2023
19,Portland,-1.6,2020
17,Portland,-1.0,2008
12,Portland,1.6,2021
9,Portland,2.1,2018
13,Portland,0.4,2016
18,Portland,-1.3,2004
12,Portland,1.1,2011
22,Portland,-3.2,2013
9,Portland,2.8,2014
30,Portland,-9.5,2006
5,Portland,4.6,2009
27,Portland,-4.3,2007
20,Portland,-0.6,2012
6,Portland,3.6,2015
30,Portland,-8.9,2022
12,Portland,2.4,2010
8,Portland,3.3,2019
