Rank,Team,Statistic,Year
26,Phoenix,-5.6,2017
2,Phoenix,6.7,2005
10,Phoenix,3.0,2024
10,Phoenix,1.6,2023
18,Phoenix,-1.4,2020
7,Phoenix,4.6,2008
5,Phoenix,5.8,2021
30,Phoenix,-9.4,2018
27,Phoenix,-6.7,2016
24,Phoenix,-3.7,2004
17,Phoenix,-0.9,2011
28,Phoenix,-6.5,2013
11,Phoenix,2.6,2014
4,Phoenix,4.7,2006
10,Phoenix,1.9,2009
2,Phoenix,7.0,2007
18,Phoenix,-0.2,2012
19,Phoenix,-0.9,2015
2,Phoenix,6.3,2022
3,Phoenix,4.9,2010
29,Phoenix,-9.3,2019
