Rank,Team,Statistic,Year
7,Utah,2.9,2017
27,Utah,-4.3,2005
23,Utah,-4.1,2024
22,Utah,-0.9,2023
9,Utah,3.2,2020
4,Utah,6.0,2008
1,Utah,7.9,2021
5,Utah,3.5,2018
11,Utah,1.8,2016
17,Utah,-1.2,2004
20,Utah,-1.8,2011
14,Utah,-0.1,2013
28,Utah,-7.2,2014
23,Utah,-2.6,2006
9,Utah,2.0,2009
8,Utah,2.5,2007
19,Utah,-0.3,2012
16,Utah,0.2,2015
5,Utah,5.2,2022
5,Utah,4.5,2010
5,Utah,4.4,2019
