Rank,Team,Statistic,Year
28,Orlando,-6.6,2017
22,Orlando,-2.2,2005
12,Orlando,2.1,2024
24,Orlando,-2.6,2023
16,Orlando,-1.0,2020
6,Orlando,5.0,2008
29,Orlando,-9.3,2021
25,Orlando,-4.8,2018
19,Orlando,-1.6,2016
29,Orlando,-7.0,2004
4,Orlando,5.2,2011
29,Orlando,-7.0,2013
26,Orlando,-5.4,2014
16,Orlando,-1.1,2006
4,Orlando,5.6,2009
11,Orlando,0.3,2007
17,Orlando,0.0,2012
26,Orlando,-5.7,2015
27,Orlando,-8.0,2022
1,Orlando,7.7,2010
14,Orlando,-0.2,2019
