Rank,Team,Statistic,Year
12,Okla City,0.2,2017
7,Okla City,1.8,2005
2,Okla City,7.4,2024
15,Okla City,0.8,2023
11,Okla City,2.5,2020
30,Okla City,-8.8,2008
30,Okla City,-10.6,2021
7,Okla City,2.9,2018
3,Okla City,6.9,2016
15,Okla City,-0.6,2004
9,Okla City,3.5,2011
1,Okla City,8.3,2013
3,Okla City,5.0,2014
26,Okla City,-3.0,2006
27,Okla City,-6.1,2009
22,Okla City,-2.9,2007
4,Okla City,5.9,2012
12,Okla City,2.2,2015
28,Okla City,-8.1,2022
10,Okla City,3.1,2010
9,Okla City,2.9,2019
