Rank,Statistic,Year
3,0.75,2013
21,0.727,2012
16,0.727,2007
19,0.7709999999999999,2020
10,0.7390000000000001,2008
16,0.726,2006
29,0.7509999999999999,2021
25,0.754,2017
3,0.74,2004
18,0.753,2016
19,0.762,2022
2,0.779,2015
26,0.763,2018
14,0.7140000000000001,2005
10,0.745,2009
30,0.722,2023
2,0.768,2014
26,0.7390000000000001,2024
22,0.73,2010
20,0.764,2019
17,0.735,2011
