Rank,Team,Statistic,Year
14,Memphis,0.492,2020
25,Memphis,0.293,2009
5,Memphis,0.602,2023
6,Memphis,0.656,2015
17,Memphis,0.488,2010
9,Memphis,0.596,2014
22,Memphis,0.402,2019
3,Memphis,0.66,2022
15,Memphis,0.519,2021
6,Memphis,0.603,2012
8,Memphis,0.581,2004
11,Memphis,0.558,2011
24,Memphis,0.338,2024
17,Memphis,0.488,2016
15,Memphis,0.523,2005
30,Memphis,0.268,2007
27,Memphis,0.268,2008
5,Memphis,0.66,2013
9,Memphis,0.57,2006
11,Memphis,0.511,2017
29,Memphis,0.268,2018
