Rank,Team,Statistic,Year
26,Detroit,0.303,2020
17,Detroit,0.454,2009
30,Detroit,0.207,2023
23,Detroit,0.39,2015
24,Detroit,0.329,2010
23,Detroit,0.354,2014
16,Detroit,0.477,2019
28,Detroit,0.281,2022
29,Detroit,0.278,2021
22,Detroit,0.379,2012
4,Detroit,0.667,2004
24,Detroit,0.366,2011
30,Detroit,0.169,2024
14,Detroit,0.512,2016
5,Detroit,0.645,2005
4,Detroit,0.643,2007
2,Detroit,0.697,2008
23,Detroit,0.354,2013
1,Detroit,0.74,2006
19,Detroit,0.451,2017
19,Detroit,0.476,2018
