Rank,Team,Statistic,Year
8,Miami,0.631,2020
14,Miami,0.517,2009
10,Miami,0.542,2023
21,Miami,0.451,2015
13,Miami,0.552,2010
3,Miami,0.663,2014
17,Miami,0.476,2019
4,Miami,0.64,2022
14,Miami,0.526,2021
4,Miami,0.693,2012
13,Miami,0.505,2004
3,Miami,0.706,2011
15,Miami,0.549,2024
8,Miami,0.573,2016
2,Miami,0.722,2005
11,Miami,0.512,2007
30,Miami,0.183,2008
1,Miami,0.779,2013
4,Miami,0.648,2006
13,Miami,0.5,2017
16,Miami,0.517,2018
