Rank,Statistic,Year
2,6.2,2017
1,7.0,2005
25,-6.5,2024
30,-10.0,2023
20,-1.8,2020
9,3.8,2008
21,-1.8,2021
8,2.2,2018
1,10.5,2016
1,6.8,2004
5,5.1,2011
3,6.7,2013
1,8.0,2014
1,6.2,2006
8,3.2,2009
1,7.5,2007
2,7.0,2012
3,5.7,2015
17,0.0,2022
6,4.2,2010
12,1.4,2019
