Rank,Statistic,Year
3,5.2,2017
6,3.5,2005
17,1.1,2024
28,-7.9,2023
7,3.8,2020
8,4.2,2008
27,-7.9,2021
1,7.3,2018
16,-0.9,2016
10,1.3,2004
10,2.2,2011
9,2.8,2013
5,4.3,2014
20,-1.6,2006
7,3.3,2009
5,4.2,2007
16,0.2,2012
10,2.4,2015
29,-8.5,2022
16,-0.4,2010
4,4.6,2019
