Rank,Statistic,Year
1,0.28,2019
1,0.29,2017
18,0.228,2013
4,0.262,2021
1,0.28,2018
1,0.271,2016
9,0.234,2014
1,0.265,2015
4,0.267,2022
2,0.28,2023
4,0.283,2024
9,0.245,2020
7,0.232,2012
