Rank,Statistic,Year
4,4.0,2017
13,0.8,2005
16,1.4,2024
2,4.8,2023
28,-7.9,2020
14,0.0,2008
28,-8.4,2021
15,0.4,2018
4,6.5,2016
22,-2.6,2004
30,-9.0,2011
26,-4.7,2013
23,-3.3,2014
11,1.5,2006
1,8.9,2009
7,3.5,2007
29,-7.2,2012
5,4.5,2015
11,1.9,2022
2,5.9,2010
30,-9.6,2019
