Rank,Statistic,Year
19,-1.1,2017
10,1.5,2005
3,6.1,2024
21,-0.3,2023
25,-4.3,2020
26,-6.8,2008
26,-5.6,2021
11,1.6,2018
24,-3.5,2016
4,4.5,2004
28,-6.6,2011
20,-2.4,2013
10,2.7,2014
21,-1.9,2006
25,-4.9,2009
25,-3.7,2007
21,-2.2,2012
28,-8.8,2015
10,2.1,2022
30,-9.6,2010
22,-1.5,2019
