Rank,Statistic,Year
15,-0.1,2017
9,1.7,2005
26,-7.0,2024
5,3.2,2023
17,-1.1,2020
24,-6.2,2008
15,0.5,2021
27,-6.2,2018
23,-3.2,2016
9,1.7,2004
11,1.9,2011
7,3.6,2013
15,1.0,2014
6,2.9,2006
26,-5.5,2009
30,-5.1,2007
11,1.9,2012
8,2.7,2015
4,5.3,2022
17,-1.5,2010
24,-2.6,2019
