Rank,Statistic,Year
24,-3.7,2017
23,-2.4,2005
5,3.7,2024
7,2.6,2023
26,-6.5,2020
25,-6.6,2008
10,1.7,2021
23,-3.6,2018
21,-2.7,2016
19,-2.0,2004
14,0.3,2011
6,4.0,2013
18,-0.8,2014
29,-6.4,2006
22,-2.6,2009
21,-2.9,2007
10,2.0,2012
30,-9.3,2015
19,-0.1,2022
23,-3.8,2010
28,-9.2,2019
