Rank,Team,Statistic,Year
21,Orlando,0.55,2023
28,Orlando,0.514,2015
14,Orlando,0.487,2012
1,Orlando,0.475,2010
12,Orlando,0.5429999999999999,2024
17,Orlando,0.525,2018
23,Orlando,0.508,2013
23,Orlando,0.547,2021
2,Orlando,0.47,2009
4,Orlando,0.475,2011
20,Orlando,0.513,2016
29,Orlando,0.502,2004
18,Orlando,0.535,2020
15,Orlando,0.532,2022
6,Orlando,0.48,2007
13,Orlando,0.517,2019
16,Orlando,0.484,2005
14,Orlando,0.49,2006
15,Orlando,0.504,2014
22,Orlando,0.523,2017
6,Orlando,0.482,2008
