Rank,Statistic,Year
20,1.047,2016
16,1.015,2012
10,1.008,2015
15,1.066,2020
19,1.053,2011
3,0.981,2007
13,1.031,2014
7,1.006,2006
5,1.014,2009
5,0.964,2004
15,1.066,2019
4,0.997,2005
29,1.131,2022
15,1.055,2017
18,1.028,2013
2,0.989,2008
17,1.05,2010
28,1.116,2021
29,1.151,2023
9,1.096,2024
5,1.032,2018
