Rank,Team,Statistic,Year
5,Toronto,0.539,2018
10,Toronto,0.502,2007
21,Toronto,0.475,2012
28,Toronto,0.517,2023
27,Toronto,0.51,2022
20,Toronto,0.496,2016
20,Toronto,0.494,2009
5,Toronto,0.521,2010
8,Toronto,0.506,2015
7,Toronto,0.492,2005
20,Toronto,0.491,2011
25,Toronto,0.4539999999999999,2004
15,Toronto,0.498,2014
8,Toronto,0.536,2020
17,Toronto,0.539,2024
18,Toronto,0.488,2013
20,Toronto,0.529,2021
6,Toronto,0.5,2006
14,Toronto,0.514,2017
4,Toronto,0.537,2019
8,Toronto,0.509,2008
