Rank,Team,Statistic,Year
15,Memphis,-0.1,2017
9,Memphis,1.7,2005
25,Memphis,-6.6,2024
5,Memphis,3.2,2023
17,Memphis,-1.1,2020
24,Memphis,-6.2,2008
15,Memphis,0.5,2021
27,Memphis,-6.2,2018
23,Memphis,-3.2,2016
9,Memphis,1.7,2004
11,Memphis,1.9,2011
7,Memphis,3.6,2013
15,Memphis,1.0,2014
6,Memphis,2.9,2006
26,Memphis,-5.5,2009
30,Memphis,-5.1,2007
11,Memphis,1.9,2012
8,Memphis,2.7,2015
4,Memphis,5.3,2022
17,Memphis,-1.5,2010
24,Memphis,-2.6,2019
