Rank,Team,Statistic,Year
3,Houston,5.2,2017
6,Houston,3.5,2005
14,Houston,1.6,2024
28,Houston,-7.9,2023
7,Houston,3.8,2020
8,Houston,4.2,2008
27,Houston,-7.9,2021
1,Houston,7.3,2018
16,Houston,-0.9,2016
10,Houston,1.3,2004
10,Houston,2.2,2011
9,Houston,2.8,2013
5,Houston,4.3,2014
20,Houston,-1.6,2006
7,Houston,3.3,2009
5,Houston,4.2,2007
16,Houston,0.2,2012
10,Houston,2.4,2015
29,Houston,-8.5,2022
16,Houston,-0.4,2010
4,Houston,4.6,2019
