Rank,Team,Statistic,Year
30,LA Lakers,-6.9,2017
24,LA Lakers,-3.0,2005
19,LA Lakers,0.3,2024
14,LA Lakers,0.9,2023
2,LA Lakers,7.4,2020
3,LA Lakers,6.2,2008
8,LA Lakers,2.1,2021
21,LA Lakers,-1.5,2018
29,LA Lakers,-9.6,2016
7,LA Lakers,3.3,2004
3,LA Lakers,5.3,2011
12,LA Lakers,0.2,2013
27,LA Lakers,-6.3,2014
8,LA Lakers,1.8,2006
2,LA Lakers,7.6,2009
15,LA Lakers,-0.7,2007
13,LA Lakers,0.6,2012
27,LA Lakers,-6.8,2015
22,LA Lakers,-3.0,2022
4,LA Lakers,4.5,2010
23,LA Lakers,-1.7,2019
