Rank,Team,Statistic,Year
8,Boston,1.6,2017
14,Boston,0.8,2005
1,Boston,11.7,2024
1,Boston,5.9,2023
5,Boston,6.2,2020
1,Boston,9.0,2008
14,Boston,0.9,2021
6,Boston,3.0,2018
8,Boston,2.5,2016
20,Boston,-2.2,2004
6,Boston,5.0,2011
16,Boston,-0.6,2013
25,Boston,-4.5,2014
19,Boston,-1.5,2006
3,Boston,6.4,2009
24,Boston,-3.4,2007
9,Boston,2.2,2012
17,Boston,-0.3,2015
1,Boston,6.4,2022
8,Boston,3.5,2010
6,Boston,3.9,2019
