Rank,Team,Statistic,Year
14,Chicago,-0.1,2017
12,Chicago,0.9,2005
21,Chicago,-1.8,2024
13,Chicago,1.2,2023
22,Chicago,-3.1,2020
21,Chicago,-3.1,2008
19,Chicago,-0.9,2021
29,Chicago,-7.0,2018
18,Chicago,-1.5,2016
28,Chicago,-6.4,2004
1,Chicago,6.8,2011
15,Chicago,-0.6,2013
13,Chicago,1.5,2014
14,Chicago,0.4,2006
16,Chicago,-0.6,2009
4,Chicago,4.6,2007
1,Chicago,7.4,2012
7,Chicago,3.1,2015
21,Chicago,-1.2,2022
19,Chicago,-2.1,2010
27,Chicago,-8.4,2019
