Rank,Team,Statistic,Year
10,Miami,1.1,2017
3,Miami,6.2,2005
18,Miami,0.7,2024
18,Miami,0.1,2023
8,Miami,3.2,2020
29,Miami,-8.6,2008
20,Miami,-1.1,2021
19,Miami,-0.2,2018
9,Miami,1.9,2016
12,Miami,0.5,2004
2,Miami,6.6,2011
2,Miami,7.6,2013
4,Miami,4.4,2014
5,Miami,3.8,2006
13,Miami,0.3,2009
17,Miami,-1.4,2007
3,Miami,6.2,2012
21,Miami,-2.6,2015
6,Miami,4.3,2022
13,Miami,1.7,2010
15,Miami,-0.2,2019
