Rank,Team,Statistic,Year
20,Detroit,-1.1,2017
5,Detroit,4.1,2005
28,Detroit,-8.8,2024
29,Detroit,-8.2,2023
23,Detroit,-3.6,2020
2,Detroit,6.5,2008
25,Detroit,-4.5,2021
18,Detroit,-0.1,2018
14,Detroit,0.2,2016
2,Detroit,6.0,2004
23,Detroit,-3.6,2011
25,Detroit,-4.0,2013
24,Detroit,-3.7,2014
2,Detroit,6.0,2006
19,Detroit,-1.2,2009
6,Detroit,4.0,2007
25,Detroit,-4.8,2012
20,Detroit,-1.0,2015
26,Detroit,-7.7,2022
27,Detroit,-5.1,2010
21,Detroit,-1.3,2019
