Rank,Team,Statistic,Year
23,Dallas,-2.9,2017
4,Dallas,4.7,2005
14,Dallas,1.6,2024
19,Dallas,0.1,2023
6,Dallas,6.0,2020
10,Dallas,3.8,2008
11,Dallas,1.6,2021
22,Dallas,-3.0,2018
17,Dallas,-1.3,2016
6,Dallas,4.3,2004
7,Dallas,4.5,2011
17,Dallas,-0.6,2013
12,Dallas,2.1,2014
3,Dallas,5.6,2006
11,Dallas,1.7,2009
3,Dallas,6.3,2007
14,Dallas,0.5,2012
9,Dallas,2.5,2015
8,Dallas,2.8,2022
11,Dallas,2.5,2010
19,Dallas,-1.3,2019
