Rank,Statistic,Year
22,9.9,2005
12,12.1,2012
17,12.0,2020
6,13.9,2011
15,11.2,2007
24,9.9,2017
17,11.0,2016
1,16.6,2010
24,10.7,2023
25,9.3,2018
7,14.0,2008
5,14.4,2009
26,7.6,2015
28,8.1,2014
14,1.4,2004
14,13.9,2024
28,8.6,2022
23,9.5,2006
11,13.3,2019
29,8.2,2021
29,7.4,2013
