Rank,Statistic,Year
5,12.6,2005
23,9.3,2012
23,9.9,2020
23,8.9,2011
10,11.9,2007
19,11.2,2017
15,11.7,2016
27,8.8,2010
30,7.1,2023
17,12.2,2018
3,15.5,2008
19,10.2,2009
22,10.5,2015
21,10.4,2014
1,3.2,2004
28,7.7,2024
29,8.0,2022
2,14.6,2006
19,11.6,2019
25,9.5,2021
18,10.9,2013
