Rank,Statistic,Year
10,11.9,2005
24,9.2,2012
25,9.3,2020
25,8.8,2011
27,8.7,2007
14,12.1,2017
23,9.8,2016
30,6.8,2010
15,12.7,2023
9,13.1,2018
26,8.0,2008
26,8.7,2009
30,5.9,2015
2,15.0,2014
2,2.6,2004
4,15.8,2024
8,15.1,2022
16,10.8,2006
20,11.5,2019
27,9.1,2021
20,10.5,2013
