Rank,Statistic,Year
23,9.1,2005
15,11.7,2012
3,16.9,2020
1,15.1,2011
14,11.3,2007
28,8.9,2017
30,6.0,2016
5,14.4,2010
20,12.0,2023
22,10.3,2018
2,15.8,2008
2,15.4,2009
27,7.3,2015
27,8.6,2014
4,2.2,2004
19,13.2,2024
22,10.3,2022
11,11.9,2006
23,10.7,2019
15,13.0,2021
21,10.5,2013
