Rank,Statistic,Year
13,0.239,2019
26,0.206,2017
21,0.225,2013
16,0.238,2021
18,0.227,2018
30,0.182,2016
4,0.24,2014
23,0.213,2015
22,0.229,2022
17,0.24,2023
8,0.27,2024
8,0.248,2020
9,0.232,2012
