Rank,Team,Statistic,Year
3,Toronto,0.719,2020
22,Toronto,0.402,2009
18,Toronto,0.494,2023
11,Toronto,0.57,2015
17,Toronto,0.488,2010
12,Toronto,0.573,2014
2,Toronto,0.698,2019
10,Toronto,0.568,2022
24,Toronto,0.375,2021
23,Toronto,0.349,2012
22,Toronto,0.402,2004
28,Toronto,0.268,2011
25,Toronto,0.324,2024
5,Toronto,0.647,2016
23,Toronto,0.402,2005
9,Toronto,0.557,2007
16,Toronto,0.483,2008
19,Toronto,0.415,2013
26,Toronto,0.329,2006
7,Toronto,0.598,2017
3,Toronto,0.685,2018
