Rank,Team,Statistic,Year
7,Utah,0.641,2020
11,Utah,0.563,2009
22,Utah,0.451,2023
18,Utah,0.463,2015
7,Utah,0.62,2010
26,Utah,0.305,2014
9,Utah,0.586,2019
9,Utah,0.58,2022
2,Utah,0.699,2021
16,Utah,0.514,2012
11,Utah,0.512,2004
18,Utah,0.476,2011
22,Utah,0.409,2024
18,Utah,0.488,2016
27,Utah,0.317,2005
7,Utah,0.606,2007
8,Utah,0.638,2008
13,Utah,0.524,2013
13,Utah,0.5,2006
8,Utah,0.591,2017
9,Utah,0.57,2018
