Rank,Team,Statistic,Year
2,Atlanta,0.986,2016
5,Atlanta,0.976,2012
7,Atlanta,1.0,2015
28,Atlanta,1.111,2020
14,Atlanta,1.036,2011
23,Atlanta,1.05,2007
12,Atlanta,1.029,2014
27,Atlanta,1.082,2006
14,Atlanta,1.049,2009
25,Atlanta,1.03,2004
27,Atlanta,1.102,2019
30,Atlanta,1.079,2005
26,Atlanta,1.112,2022
3,Atlanta,1.025,2017
10,Atlanta,1.013,2013
18,Atlanta,1.06,2008
14,Atlanta,1.044,2010
15,Atlanta,1.092,2021
23,Atlanta,1.129,2023
26,Atlanta,1.157,2024
22,Atlanta,1.072,2018
