Rank,Team,Statistic,Year
5,Utah,1.006,2016
22,Utah,1.027,2012
13,Utah,1.013,2015
13,Utah,1.062,2020
21,Utah,1.063,2011
13,Utah,1.034,2007
29,Utah,1.077,2014
18,Utah,1.037,2006
9,Utah,1.044,2009
14,Utah,1.0,2004
2,Utah,1.027,2019
26,Utah,1.058,2005
10,Utah,1.073,2022
4,Utah,1.029,2017
19,Utah,1.031,2013
10,Utah,1.036,2008
11,Utah,1.034,2010
4,Utah,1.068,2021
22,Utah,1.128,2023
29,Utah,1.163,2024
1,Utah,1.013,2018
