Rank,Team,Statistic,Year
7,Miami,1.007,2016
4,Miami,0.969,2012
20,Miami,1.031,2015
12,Miami,1.061,2020
5,Miami,1.001,2011
14,Miami,1.034,2007
15,Miami,1.034,2014
9,Miami,1.012,2006
10,Miami,1.044,2009
8,Miami,0.98,2004
7,Miami,1.042,2019
5,Miami,1.001,2005
4,Miami,1.052,2022
5,Miami,1.033,2017
7,Miami,1.002,2013
26,Miami,1.071,2008
5,Miami,1.015,2010
9,Miami,1.083,2021
7,Miami,1.095,2023
9,Miami,1.096,2024
8,Miami,1.036,2018
