Rank,Team,Statistic,Year
19,Dallas,1.046,2016
9,Dallas,0.995,2012
21,Dallas,1.034,2015
17,Dallas,1.073,2020
9,Dallas,1.022,2011
6,Dallas,1.011,2007
24,Dallas,1.056,2014
12,Dallas,1.019,2006
18,Dallas,1.059,2009
26,Dallas,1.041,2004
18,Dallas,1.072,2019
12,Dallas,1.024,2005
9,Dallas,1.07,2022
17,Dallas,1.058,2017
20,Dallas,1.033,2013
12,Dallas,1.038,2008
12,Dallas,1.036,2010
22,Dallas,1.103,2021
25,Dallas,1.131,2023
21,Dallas,1.131,2024
17,Dallas,1.066,2018
