Rank,Team,Statistic,Year
4,Boston,0.998,2016
2,Boston,0.953,2012
14,Boston,1.013,2015
4,Boston,1.033,2020
2,Boston,0.976,2011
18,Boston,1.039,2007
17,Boston,1.039,2014
20,Boston,1.038,2006
3,Boston,1.001,2009
17,Boston,1.009,2004
6,Boston,1.042,2019
13,Boston,1.028,2005
1,Boston,1.036,2022
18,Boston,1.058,2017
6,Boston,0.998,2013
1,Boston,0.97,2008
3,Boston,1.007,2010
17,Boston,1.097,2021
3,Boston,1.086,2023
3,Boston,1.081,2024
2,Boston,1.014,2018
