Rank,Statistic,Year
22,-2.1,2017
29,-7.1,2005
6,3.4,2024
9,1.8,2023
15,-0.8,2020
5,5.1,2008
17,-0.3,2021
13,1.1,2018
25,-3.8,2016
14,-0.3,2004
15,0.3,2011
24,-3.9,2013
21,-2.7,2014
24,-2.8,2006
14,0.1,2009
18,-1.6,2007
24,-3.8,2012
14,0.4,2015
20,-0.8,2022
20,-2.5,2010
20,-1.3,2019
