Rank,Statistic,Year,Win Percentage
27,-5.7,2017,0.342
18,-1.2,2005,0.506
7,2.8,2024,0.562
4,3.6,2023,0.656
12,2.2,2020,0.6
15,-0.1,2008,0.477
3,5.9,2021,0.667
4,4.4,2018,0.62
30,-10.2,2016,0.122
21,-2.5,2004,0.402
13,1.0,2011,0.483
23,-3.3,2013,0.415
30,-10.5,2014,0.232
22,-2.0,2006,0.463
15,-0.5,2009,0.489
23,-3.0,2007,0.427
5,3.3,2012,0.532
29,-9.0,2015,0.22
9,2.3,2022,0.606
24,-3.9,2010,0.329
11,2.7,2019,0.617
