Rank,Statistic,Year,Win Percentage
15,-0.1,2017,0.511
9,1.7,2005,0.523
26,-7.0,2024,0.329
5,3.2,2023,0.602
17,-1.1,2020,0.492
24,-6.2,2008,0.268
15,0.5,2021,0.519
27,-6.2,2018,0.268
23,-3.2,2016,0.488
9,1.7,2004,0.581
11,1.9,2011,0.558
7,3.6,2013,0.66
15,1.0,2014,0.596
6,2.9,2006,0.57
26,-5.5,2009,0.293
30,-5.1,2007,0.268
11,1.9,2012,0.603
8,2.7,2015,0.656
4,5.3,2022,0.66
17,-1.5,2010,0.488
24,-2.6,2019,0.402
