Rank,Statistic,Year
30,-6.9,2017
24,-3.0,2005
19,0.6,2024
14,0.9,2023
2,7.4,2020
3,6.2,2008
8,2.1,2021
21,-1.5,2018
29,-9.6,2016
7,3.3,2004
3,5.3,2011
12,0.2,2013
27,-6.3,2014
8,1.8,2006
2,7.6,2009
15,-0.7,2007
13,0.6,2012
27,-6.8,2015
22,-3.0,2022
4,4.5,2010
23,-1.7,2019
