Rank,Statistic,Year,Win Percentage
16,-0.2,2017,0.5
25,-3.0,2005,0.366
12,2.3,2024,0.58
6,3.1,2023,0.678
1,11.3,2020,0.815
27,-6.9,2008,0.317
4,5.8,2021,0.644
20,-0.3,2018,0.528
26,-4.2,2016,0.402
13,0.3,2004,0.483
16,-0.8,2011,0.427
19,-2.1,2013,0.442
29,-8.2,2014,0.183
18,-1.5,2006,0.471
17,-1.1,2009,0.415
28,-4.4,2007,0.342
15,0.3,2012,0.47
18,-0.4,2015,0.489
7,3.1,2022,0.617
14,1.3,2010,0.551
1,8.9,2019,0.722
