Rank,Statistic,Year,Win Percentage
25,-3.9,2017,0.39
8,1.8,2005,0.586
15,1.9,2024,0.56
8,2.3,2023,0.573
21,-1.9,2020,0.438
19,-2.3,2008,0.463
24,-3.7,2021,0.431
28,-7.0,2018,0.329
20,-2.5,2016,0.402
5,4.4,2004,0.66
25,-5.3,2011,0.293
27,-4.9,2013,0.342
22,-2.9,2014,0.342
13,0.8,2006,0.523
29,-8.8,2009,0.207
19,-1.8,2007,0.402
27,-5.7,2012,0.333
25,-3.7,2015,0.354
25,-5.5,2022,0.366
25,-4.5,2010,0.301
18,-1.1,2019,0.476
