Rank,Statistic,Year
18,-0.9,2017
30,-9.7,2005
21,-2.3,2024
20,0.0,2023
29,-8.0,2020
20,-2.6,2008
9,1.8,2021
26,-5.5,2018
6,3.1,2016
26,-4.6,2004
18,-1.3,2011
13,0.0,2013
16,-0.5,2014
28,-4.8,2006
12,0.5,2009
29,-4.8,2007
7,2.8,2012
4,4.5,2015
14,1.2,2022
9,3.3,2010
26,-6.0,2019
