Rank,Statistic,Year
28,1.065,2016
24,1.028,2012
30,1.083,2015
21,1.087,2020
27,1.073,2011
21,1.048,2007
11,1.027,2014
10,1.016,2006
25,1.081,2009
6,0.971,2004
23,1.092,2019
15,1.033,2005
14,1.08,2022
27,1.082,2017
14,1.019,2013
27,1.08,2008
28,1.087,2010
27,1.113,2021
13,1.102,2023
1,1.061,2024
27,1.079,2018
