Rank,Statistic,Year
7,1.007,2016
4,0.969,2012
20,1.031,2015
12,1.061,2020
5,1.001,2011
14,1.034,2007
15,1.034,2014
9,1.012,2006
10,1.044,2009
8,0.98,2004
7,1.042,2019
5,1.001,2005
4,1.052,2022
5,1.033,2017
7,1.002,2013
26,1.071,2008
5,1.015,2010
9,1.083,2021
7,1.095,2023
5,1.09,2024
8,1.036,2018
