Rank,Statistic,Year
1,0.964,2016
11,1.002,2012
4,0.994,2015
27,1.105,2020
10,1.024,2011
2,0.978,2007
3,0.999,2014
1,0.985,2006
6,1.023,2009
1,0.921,2004
20,1.083,2019
1,0.972,2005
15,1.09,2022
2,1.017,2017
3,0.984,2013
3,0.998,2008
9,1.022,2010
16,1.095,2021
30,1.164,2023
22,1.13,2024
4,1.022,2018
