Rank,Team,Statistic,Year
20,Detroit,0.512,2018
21,Detroit,0.485,2007
28,Detroit,0.4679999999999999,2012
27,Detroit,0.52,2023
30,Detroit,0.494,2022
21,Detroit,0.493,2016
28,Detroit,0.481,2009
29,Detroit,0.474,2010
24,Detroit,0.482,2015
23,Detroit,0.471,2005
16,Detroit,0.495,2011
22,Detroit,0.457,2004
24,Detroit,0.482,2014
18,Detroit,0.529,2020
25,Detroit,0.531,2024
19,Detroit,0.487,2013
26,Detroit,0.519,2021
10,Detroit,0.494,2006
28,Detroit,0.492,2017
27,Detroit,0.505,2019
15,Detroit,0.494,2008
