Rank,Team,Statistic,Year
16,Boston,0.514,2018
28,Boston,0.479,2007
11,Boston,0.49,2012
4,Boston,0.565,2023
10,Boston,0.54,2022
27,Boston,0.485,2016
2,Boston,0.521,2009
6,Boston,0.516,2010
20,Boston,0.487,2015
3,Boston,0.499,2005
5,Boston,0.518,2011
5,Boston,0.485,2004
28,Boston,0.477,2014
19,Boston,0.529,2020
1,Boston,0.578,2024
12,Boston,0.501,2013
15,Boston,0.54,2021
4,Boston,0.504,2006
6,Boston,0.526,2017
8,Boston,0.53,2019
5,Boston,0.514,2008
