Rank,Team,Statistic,Year
10,Utah,0.526,2018
13,Utah,0.499,2007
20,Utah,0.476,2012
15,Utah,0.547,2023
3,Utah,0.551,2022
12,Utah,0.501,2016
11,Utah,0.502,2009
4,Utah,0.524,2010
14,Utah,0.494,2015
26,Utah,0.469,2005
12,Utah,0.498,2011
23,Utah,0.456,2004
22,Utah,0.484,2014
2,Utah,0.552,2020
16,Utah,0.541,2024
15,Utah,0.492,2013
2,Utah,0.565,2021
28,Utah,0.467,2006
8,Utah,0.525,2017
5,Utah,0.5329999999999999,2019
4,Utah,0.522,2008
