Rank,Statistic,Year
12,11.7,2005
4,14.1,2012
16,12.1,2020
10,12.4,2011
21,9.6,2007
10,12.4,2017
3,16.4,2016
11,13.0,2010
21,11.5,2023
6,14.1,2018
27,7.5,2008
25,8.8,2009
8,13.4,2015
5,14.7,2014
11,1.5,2004
2,17.2,2024
30,7.5,2022
17,10.4,2006
14,12.9,2019
30,8.2,2021
1,17.0,2013
