Rank,Team,Statistic,Year
20,Dallas,0.5489999999999999,2023
22,Dallas,0.504,2015
10,Dallas,0.481,2012
13,Dallas,0.495,2010
19,Dallas,0.5529999999999999,2024
22,Dallas,0.532,2018
11,Dallas,0.492,2013
13,Dallas,0.537,2021
11,Dallas,0.496,2009
9,Dallas,0.487,2011
17,Dallas,0.506,2016
28,Dallas,0.497,2004
9,Dallas,0.519,2020
12,Dallas,0.524,2022
7,Dallas,0.481,2007
16,Dallas,0.522,2019
11,Dallas,0.479,2005
11,Dallas,0.482,2006
25,Dallas,0.517,2014
27,Dallas,0.529,2017
4,Dallas,0.477,2008
