Rank,Team,Statistic,Year
22,Miami,0.5539999999999999,2023
23,Miami,0.505,2015
8,Miami,0.476,2012
4,Miami,0.482,2010
16,Miami,0.547,2024
7,Miami,0.507,2018
9,Miami,0.486,2013
19,Miami,0.542,2021
13,Miami,0.499,2009
3,Miami,0.475,2011
5,Miami,0.481,2016
8,Miami,0.461,2004
13,Miami,0.522,2020
10,Miami,0.523,2022
8,Miami,0.485,2007
5,Miami,0.51,2019
3,Miami,0.4579999999999999,2005
8,Miami,0.476,2006
24,Miami,0.516,2014
2,Miami,0.496,2017
24,Miami,0.51,2008
