Rank,Team,Statistic,Year
15,Chicago,1.03,2016
1,Chicago,0.947,2012
9,Chicago,1.002,2015
14,Chicago,1.065,2020
1,Chicago,0.969,2011
1,Chicago,0.971,2007
2,Chicago,0.974,2014
5,Chicago,1.003,2006
17,Chicago,1.055,2009
16,Chicago,1.005,2004
25,Chicago,1.101,2019
2,Chicago,0.976,2005
23,Chicago,1.102,2022
6,Chicago,1.039,2017
8,Chicago,1.002,2013
13,Chicago,1.039,2008
10,Chicago,1.029,2010
12,Chicago,1.09,2021
5,Chicago,1.09,2023
20,Chicago,1.128,2024
28,Chicago,1.079,2018
