Rank,Team,Statistic,Year
14,Detroit,1.027,2016
21,Detroit,1.026,2012
19,Detroit,1.029,2015
22,Detroit,1.092,2020
28,Detroit,1.081,2011
5,Detroit,1.007,2007
25,Detroit,1.06,2014
6,Detroit,1.003,2006
15,Detroit,1.05,2009
2,Detroit,0.921,2004
13,Detroit,1.063,2019
3,Detroit,0.978,2005
22,Detroit,1.101,2022
7,Detroit,1.041,2017
24,Detroit,1.045,2013
4,Detroit,1.001,2008
26,Detroit,1.082,2010
14,Detroit,1.092,2021
27,Detroit,1.149,2023
27,Detroit,1.157,2024
11,Detroit,1.042,2018
