Rank,Team,Statistic,Year
3,Indiana,0.996,2016
8,Indiana,0.989,2012
6,Indiana,0.999,2015
7,Indiana,1.051,2020
11,Indiana,1.025,2011
8,Indiana,1.024,2007
1,Indiana,0.97,2014
3,Indiana,0.997,2006
19,Indiana,1.062,2009
3,Indiana,0.941,2004
3,Indiana,1.033,2019
9,Indiana,1.01,2005
28,Indiana,1.124,2022
19,Indiana,1.059,2017
1,Indiana,0.969,2013
14,Indiana,1.045,2008
13,Indiana,1.041,2010
13,Indiana,1.091,2021
26,Indiana,1.137,2023
25,Indiana,1.146,2024
12,Indiana,1.047,2018
