Rank,Team,Statistic,Year
11,Toronto,1.02,2016
12,Toronto,1.009,2012
24,Toronto,1.042,2015
2,Toronto,1.019,2020
30,Toronto,1.091,2011
12,Toronto,1.033,2007
9,Toronto,1.018,2014
29,Toronto,1.094,2006
21,Toronto,1.069,2009
7,Toronto,0.978,2004
4,Toronto,1.033,2019
24,Toronto,1.057,2005
11,Toronto,1.074,2022
11,Toronto,1.045,2017
22,Toronto,1.037,2013
15,Toronto,1.047,2008
30,Toronto,1.1,2010
11,Toronto,1.089,2021
12,Toronto,1.102,2023
24,Toronto,1.144,2024
7,Toronto,1.036,2018
